ID,Store,Payment Method,Customer Type,Shopping Day,Amount Spent,Items Purchased,Time Spent (min),Spend per Item,Shopping Summary
1,MegaShop,Gift Card,New,Weekday,18.93,5,25.27,3.79,MegaShop | New Customer | Spent: $18.93
701,GroceryWorld,Mobile Payment,Loyal,Weekday,150.29,2,43.97,75.15,GroceryWorld | Loyal Customer | Spent: $150.29
702,GroceryWorld,Gift Card,New,Weekday,71.63,6,35.93,11.94,GroceryWorld | New Customer | Spent: $71.63
703,QuickBuy,Gift Card,New,Weekday,65.4,4,25.31,16.35,QuickBuy | New Customer | Spent: $65.4
704,MegaShop,Gift Card,New,Weekend,134.12,4,18.06,33.53,MegaShop | New Customer | Spent: $134.12
705,SuperMart,Credit Card,New,Weekend,110.16,2,26.27,55.08,SuperMart | New Customer | Spent: $110.16
706,MegaShop,Mobile Payment,New,Weekend,71.86,1,34.71,71.86,MegaShop | New Customer | Spent: $71.86
707,DiscountStore,Mobile Payment,Loyal,Weekday,106.5,2,25.26,53.25,DiscountStore | Loyal Customer | Spent: $106.5
708,GroceryWorld,Gift Card,New,Weekend,69.23,3,34.72,23.08,GroceryWorld | New Customer | Spent: $69.23
709,SuperMart,Credit Card,New,Weekday,133.02,2,36.59,66.51,SuperMart | New Customer | Spent: $133.02
710,SuperMart,Credit Card,Returning,Weekend,131.84,4,42.5,32.96,SuperMart | Returning Customer | Spent: $131.84
711,DiscountStore,Mobile Payment,Returning,Weekend,115.96,3,49.24,38.65,DiscountStore | Returning Customer | Spent: $115.96
712,DiscountStore,Credit Card,Returning,Weekday,110.85,3,31.17,36.95,DiscountStore | Returning Customer | Spent: $110.85
713,QuickBuy,Credit Card,New,Weekend,152.84,1,10.38,152.84,QuickBuy | New Customer | Spent: $152.84
714,GroceryWorld,Credit Card,Returning,Weekday,99.99,3,24.82,33.33,GroceryWorld | Returning Customer | Spent: $99.99
715,GroceryWorld,Cash,New,Weekday,64.54,4,30.66,16.14,GroceryWorld | New Customer | Spent: $64.54
716,MegaShop,Gift Card,New,Weekday,113.48,3,2.46,37.83,MegaShop | New Customer | Spent: $113.48
717,QuickBuy,Mobile Payment,Loyal,Weekday,162.58,2,50.83,81.29,QuickBuy | Loyal Customer | Spent: $162.58
718,QuickBuy,Mobile Payment,New,Weekday,69.56,2,32.14,34.78,QuickBuy | New Customer | Spent: $69.56
719,QuickBuy,Cash,Returning,Weekend,89.16,4,35.72,22.29,QuickBuy | Returning Customer | Spent: $89.16
720,QuickBuy,Gift Card,Returning,Weekday,112.49,1,50.48,112.49,QuickBuy | Returning Customer | Spent: $112.49
721,GroceryWorld,Mobile Payment,New,Weekend,98.38,4,20.55,24.6,GroceryWorld | New Customer | Spent: $98.38
722,GroceryWorld,Credit Card,Loyal,Weekday,70.53,1,38.61,70.53,GroceryWorld | Loyal Customer | Spent: $70.53
723,QuickBuy,Mobile Payment,New,Weekday,133.66,2,28.35,66.83,QuickBuy | New Customer | Spent: $133.66
724,MegaShop,Credit Card,Returning,Weekend,169.6,1,27.24,169.6,MegaShop | Returning Customer | Spent: $169.6
725,SuperMart,Cash,Loyal,Weekday,105.88,1,18.42,105.88,SuperMart | Loyal Customer | Spent: $105.88
726,SuperMart,Credit Card,Returning,Weekday,72.88,2,54.98,36.44,SuperMart | Returning Customer | Spent: $72.88
727,MegaShop,Mobile Payment,Loyal,Weekend,53.53,4,24.37,13.38,MegaShop | Loyal Customer | Spent: $53.53
728,QuickBuy,Mobile Payment,New,Weekday,107.74,3,40.49,35.91,QuickBuy | New Customer | Spent: $107.74
729,GroceryWorld,Mobile Payment,Returning,Weekday,133.12,4,1.87,33.28,GroceryWorld | Returning Customer | Spent: $133.12
730,SuperMart,Cash,New,Weekday,114.26,2,47.7,57.13,SuperMart | New Customer | Spent: $114.26
731,DiscountStore,Cash,Returning,Weekend,99.93,3,45.78,33.31,DiscountStore | Returning Customer | Spent: $99.93
732,DiscountStore,Gift Card,Loyal,Weekend,82.32,5,31.46,16.46,DiscountStore | Loyal Customer | Spent: $82.32
733,MegaShop,Mobile Payment,New,Weekend,67.24,5,26.6,13.45,MegaShop | New Customer | Spent: $67.24
734,QuickBuy,Credit Card,Returning,Weekend,125.04,3,36.0,41.68,QuickBuy | Returning Customer | Spent: $125.04
735,SuperMart,Cash,New,Weekday,127.41,4,64.33,31.85,SuperMart | New Customer | Spent: $127.41
736,QuickBuy,Mobile Payment,Returning,Weekday,53.63,4,3.55,13.41,QuickBuy | Returning Customer | Spent: $53.63
737,SuperMart,Mobile Payment,Returning,Weekend,147.7,3,41.73,49.23,SuperMart | Returning Customer | Spent: $147.7
738,MegaShop,Cash,Loyal,Weekday,117.22,2,16.33,58.61,MegaShop | Loyal Customer | Spent: $117.22
739,MegaShop,Gift Card,Returning,Weekday,141.99,3,29.7,47.33,MegaShop | Returning Customer | Spent: $141.99
740,DiscountStore,Cash,New,Weekday,59.74,3,26.28,19.91,DiscountStore | New Customer | Spent: $59.74
741,QuickBuy,Cash,New,Weekday,59.03,5,23.58,11.81,QuickBuy | New Customer | Spent: $59.03
742,DiscountStore,Credit Card,New,Weekend,95.53,3,29.84,31.84,DiscountStore | New Customer | Spent: $95.53
743,QuickBuy,Credit Card,New,Weekday,115.08,2,12.99,57.54,QuickBuy | New Customer | Spent: $115.08
744,DiscountStore,Gift Card,New,Weekday,153.89,4,45.44,38.47,DiscountStore | New Customer | Spent: $153.89
745,GroceryWorld,Mobile Payment,Loyal,Weekday,121.18,4,3.09,30.3,GroceryWorld | Loyal Customer | Spent: $121.18
746,GroceryWorld,Cash,Returning,Weekend,92.72,1,38.1,92.72,GroceryWorld | Returning Customer | Spent: $92.72
747,GroceryWorld,Gift Card,Returning,Weekday,69.21,5,25.1,13.84,GroceryWorld | Returning Customer | Spent: $69.21
748,GroceryWorld,Credit Card,New,Weekday,136.9,2,12.44,68.45,GroceryWorld | New Customer | Spent: $136.9
749,SuperMart,Cash,Loyal,Weekend,71.06,1,33.04,71.06,SuperMart | Loyal Customer | Spent: $71.06
750,GroceryWorld,Mobile Payment,Returning,Weekend,148.85,2,6.65,74.43,GroceryWorld | Returning Customer | Spent: $148.85
751,MegaShop,Credit Card,New,Weekday,91.47,5,30.6,18.29,MegaShop | New Customer | Spent: $91.47
752,MegaShop,Credit Card,Returning,Weekday,147.72,4,8.66,36.93,MegaShop | Returning Customer | Spent: $147.72
753,SuperMart,Credit Card,Returning,Weekday,120.37,5,36.92,24.07,SuperMart | Returning Customer | Spent: $120.37
754,GroceryWorld,Gift Card,New,Weekday,95.89,4,16.13,23.97,GroceryWorld | New Customer | Spent: $95.89
755,GroceryWorld,Mobile Payment,Returning,Weekday,84.42,1,23.24,84.42,GroceryWorld | Returning Customer | Spent: $84.42
756,GroceryWorld,Cash,Returning,Weekday,89.77,2,34.41,44.89,GroceryWorld | Returning Customer | Spent: $89.77
757,DiscountStore,Gift Card,New,Weekday,112.85,1,18.41,112.85,DiscountStore | New Customer | Spent: $112.85
758,QuickBuy,Gift Card,Loyal,Weekday,102.31,4,29.13,25.58,QuickBuy | Loyal Customer | Spent: $102.31
759,DiscountStore,Gift Card,Loyal,Weekend,82.19,2,7.29,41.09,DiscountStore | Loyal Customer | Spent: $82.19
760,QuickBuy,Credit Card,Returning,Weekend,95.03,2,39.46,47.52,QuickBuy | Returning Customer | Spent: $95.03
761,GroceryWorld,Mobile Payment,Returning,Weekend,102.36,3,56.47,34.12,GroceryWorld | Returning Customer | Spent: $102.36
762,GroceryWorld,Gift Card,Returning,Weekday,36.14,4,71.88,9.03,GroceryWorld | Returning Customer | Spent: $36.14
763,DiscountStore,Cash,Returning,Weekday,113.75,2,31.37,56.87,DiscountStore | Returning Customer | Spent: $113.75
764,DiscountStore,Mobile Payment,Returning,Weekend,70.61,3,41.82,23.54,DiscountStore | Returning Customer | Spent: $70.61
765,QuickBuy,Cash,New,Weekday,65.4,4,3.29,16.35,QuickBuy | New Customer | Spent: $65.4
766,MegaShop,Mobile Payment,Returning,Weekday,49.38,2,52.54,24.69,MegaShop | Returning Customer | Spent: $49.38
767,QuickBuy,Cash,Loyal,Weekday,46.18,3,41.64,15.39,QuickBuy | Loyal Customer | Spent: $46.18
768,DiscountStore,Credit Card,Returning,Weekend,59.34,2,22.74,29.67,DiscountStore | Returning Customer | Spent: $59.34
769,DiscountStore,Gift Card,New,Weekend,78.73,5,48.56,15.75,DiscountStore | New Customer | Spent: $78.73
770,SuperMart,Cash,Returning,Weekday,158.6,7,26.18,22.66,SuperMart | Returning Customer | Spent: $158.6
771,DiscountStore,Mobile Payment,New,Weekday,84.22,4,23.13,21.06,DiscountStore | New Customer | Spent: $84.22
772,SuperMart,Gift Card,New,Weekend,105.33,2,37.13,52.67,SuperMart | New Customer | Spent: $105.33
773,MegaShop,Gift Card,New,Weekday,112.01,0,14.05,0.0,MegaShop | New Customer | Spent: $112.01
774,QuickBuy,Mobile Payment,New,Weekend,103.93,3,45.32,34.64,QuickBuy | New Customer | Spent: $103.93
775,QuickBuy,Cash,Returning,Weekend,97.68,3,14.16,32.56,QuickBuy | Returning Customer | Spent: $97.68
776,SuperMart,Credit Card,Returning,Weekend,64.14,2,14.25,32.07,SuperMart | Returning Customer | Spent: $64.14
777,QuickBuy,Credit Card,New,Weekday,143.53,1,16.35,143.53,QuickBuy | New Customer | Spent: $143.53
778,DiscountStore,Cash,Loyal,Weekday,154.22,7,41.39,22.03,DiscountStore | Loyal Customer | Spent: $154.22
779,GroceryWorld,Gift Card,Loyal,Weekday,49.52,4,20.75,12.38,GroceryWorld | Loyal Customer | Spent: $49.52
780,SuperMart,Gift Card,Loyal,Weekend,69.28,7,9.78,9.9,SuperMart | Loyal Customer | Spent: $69.28
781,QuickBuy,Gift Card,New,Weekend,91.61,4,20.91,22.9,QuickBuy | New Customer | Spent: $91.61
782,SuperMart,Gift Card,Returning,Weekday,71.06,2,29.52,35.53,SuperMart | Returning Customer | Spent: $71.06
783,SuperMart,Cash,Loyal,Weekday,115.18,2,12.29,57.59,SuperMart | Loyal Customer | Spent: $115.18
784,GroceryWorld,Gift Card,Returning,Weekend,78.15,4,12.72,19.54,GroceryWorld | Returning Customer | Spent: $78.15
785,DiscountStore,Mobile Payment,New,Weekend,164.95,2,61.67,82.48,DiscountStore | New Customer | Spent: $164.95
786,SuperMart,Gift Card,New,Weekend,135.72,5,17.09,27.14,SuperMart | New Customer | Spent: $135.72
787,QuickBuy,Credit Card,Returning,Weekday,106.38,4,25.15,26.59,QuickBuy | Returning Customer | Spent: $106.38
788,MegaShop,Gift Card,Loyal,Weekday,130.81,0,24.49,0.0,MegaShop | Loyal Customer | Spent: $130.81
789,SuperMart,Cash,Returning,Weekend,133.18,0,23.68,0.0,SuperMart | Returning Customer | Spent: $133.18
790,SuperMart,Credit Card,Returning,Weekend,83.08,4,39.32,20.77,SuperMart | Returning Customer | Spent: $83.08
791,GroceryWorld,Cash,New,Weekday,75.51,2,44.22,37.76,GroceryWorld | New Customer | Spent: $75.51
792,DiscountStore,Cash,Returning,Weekday,102.34,2,25.41,51.17,DiscountStore | Returning Customer | Spent: $102.34
793,MegaShop,Credit Card,Loyal,Weekday,125.85,5,11.45,25.17,MegaShop | Loyal Customer | Spent: $125.85
794,QuickBuy,Cash,New,Weekday,104.17,3,49.12,34.72,QuickBuy | New Customer | Spent: $104.17
795,MegaShop,Cash,Returning,Weekday,52.69,4,28.57,13.17,MegaShop | Returning Customer | Spent: $52.69
796,QuickBuy,Gift Card,Loyal,Weekend,75.92,0,55.95,0.0,QuickBuy | Loyal Customer | Spent: $75.92
797,DiscountStore,Mobile Payment,New,Weekday,97.78,2,-3.68,48.89,DiscountStore | New Customer | Spent: $97.78
798,QuickBuy,Cash,Returning,Weekend,97.73,3,32.93,32.58,QuickBuy | Returning Customer | Spent: $97.73
799,GroceryWorld,Cash,New,Weekday,159.18,3,58.78,53.06,GroceryWorld | New Customer | Spent: $159.18
800,GroceryWorld,Cash,Returning,Weekend,58.42,2,24.7,29.21,GroceryWorld | Returning Customer | Spent: $58.42
801,GroceryWorld,Gift Card,Returning,Weekend,115.17,3,26.62,38.39,GroceryWorld | Returning Customer | Spent: $115.17
802,GroceryWorld,Mobile Payment,Returning,Weekday,144.67,2,34.43,72.34,GroceryWorld | Returning Customer | Spent: $144.67
803,MegaShop,Credit Card,Returning,Weekday,168.14,2,21.62,84.07,MegaShop | Returning Customer | Spent: $168.14
804,DiscountStore,Gift Card,New,Weekday,87.87,4,25.32,21.97,DiscountStore | New Customer | Spent: $87.87
805,QuickBuy,Gift Card,Loyal,Weekday,114.74,4,24.93,28.69,QuickBuy | Loyal Customer | Spent: $114.74
806,QuickBuy,Mobile Payment,Returning,Weekend,117.09,1,20.59,117.09,QuickBuy | Returning Customer | Spent: $117.09
807,GroceryWorld,Mobile Payment,New,Weekend,105.86,4,48.43,26.47,GroceryWorld | New Customer | Spent: $105.86
808,GroceryWorld,Gift Card,Returning,Weekday,97.03,1,36.92,97.03,GroceryWorld | Returning Customer | Spent: $97.03
809,SuperMart,Credit Card,Returning,Weekday,113.08,5,33.76,22.62,SuperMart | Returning Customer | Spent: $113.08
810,DiscountStore,Gift Card,New,Weekday,24.03,1,42.13,24.03,DiscountStore | New Customer | Spent: $24.03
811,MegaShop,Mobile Payment,Loyal,Weekend,120.46,4,26.03,30.12,MegaShop | Loyal Customer | Spent: $120.46
812,QuickBuy,Credit Card,Loyal,Weekday,103.79,3,18.39,34.6,QuickBuy | Loyal Customer | Spent: $103.79
813,SuperMart,Mobile Payment,New,Weekday,93.33,2,20.96,46.66,SuperMart | New Customer | Spent: $93.33
814,SuperMart,Credit Card,Loyal,Weekend,161.41,2,30.03,80.7,SuperMart | Loyal Customer | Spent: $161.41
815,QuickBuy,Cash,New,Weekend,79.75,1,14.11,79.75,QuickBuy | New Customer | Spent: $79.75
816,MegaShop,Mobile Payment,New,Weekday,87.91,2,22.5,43.95,MegaShop | New Customer | Spent: $87.91
817,SuperMart,Mobile Payment,New,Weekend,159.75,1,22.26,159.75,SuperMart | New Customer | Spent: $159.75
818,SuperMart,Gift Card,Loyal,Weekday,75.04,3,61.87,25.01,SuperMart | Loyal Customer | Spent: $75.04
819,DiscountStore,Mobile Payment,Returning,Weekday,83.5,1,-11.61,83.5,DiscountStore | Returning Customer | Spent: $83.5
820,MegaShop,Mobile Payment,New,Weekend,95.59,1,27.31,95.59,MegaShop | New Customer | Spent: $95.59
821,SuperMart,Cash,Returning,Weekend,125.22,2,55.89,62.61,SuperMart | Returning Customer | Spent: $125.22
822,MegaShop,Mobile Payment,Returning,Weekday,106.23,5,31.83,21.25,MegaShop | Returning Customer | Spent: $106.23
823,QuickBuy,Cash,New,Weekday,61.22,6,41.3,10.2,QuickBuy | New Customer | Spent: $61.22
824,GroceryWorld,Cash,Loyal,Weekday,84.03,2,31.5,42.02,GroceryWorld | Loyal Customer | Spent: $84.03
825,SuperMart,Cash,Loyal,Weekday,81.78,3,19.99,27.26,SuperMart | Loyal Customer | Spent: $81.78
826,DiscountStore,Cash,Returning,Weekday,97.68,5,-3.63,19.54,DiscountStore | Returning Customer | Spent: $97.68
827,QuickBuy,Credit Card,Loyal,Weekday,112.78,5,33.08,22.56,QuickBuy | Loyal Customer | Spent: $112.78
828,MegaShop,Gift Card,Returning,Weekday,112.55,0,18.37,0.0,MegaShop | Returning Customer | Spent: $112.55
829,QuickBuy,Credit Card,Loyal,Weekend,46.72,3,17.99,15.57,QuickBuy | Loyal Customer | Spent: $46.72
830,SuperMart,Mobile Payment,Returning,Weekend,131.92,3,22.52,43.97,SuperMart | Returning Customer | Spent: $131.92
831,MegaShop,Credit Card,Returning,Weekend,107.58,1,56.17,107.58,MegaShop | Returning Customer | Spent: $107.58
832,GroceryWorld,Credit Card,New,Weekday,141.54,1,66.07,141.54,GroceryWorld | New Customer | Spent: $141.54
833,QuickBuy,Mobile Payment,Loyal,Weekend,113.33,0,33.26,0.0,QuickBuy | Loyal Customer | Spent: $113.33
834,SuperMart,Mobile Payment,Returning,Weekend,133.04,3,23.03,44.35,SuperMart | Returning Customer | Spent: $133.04
835,DiscountStore,Mobile Payment,New,Weekend,114.0,2,12.34,57.0,DiscountStore | New Customer | Spent: $114.0
836,MegaShop,Credit Card,New,Weekend,140.39,1,37.03,140.39,MegaShop | New Customer | Spent: $140.39
837,QuickBuy,Credit Card,Returning,Weekend,115.67,6,56.74,19.28,QuickBuy | Returning Customer | Spent: $115.67
838,QuickBuy,Mobile Payment,Returning,Weekday,97.06,0,26.29,0.0,QuickBuy | Returning Customer | Spent: $97.06
839,GroceryWorld,Gift Card,Returning,Weekday,168.17,1,-5.68,168.17,GroceryWorld | Returning Customer | Spent: $168.17
840,GroceryWorld,Gift Card,Loyal,Weekend,126.67,3,40.05,42.22,GroceryWorld | Loyal Customer | Spent: $126.67
841,DiscountStore,Cash,New,Weekend,117.21,2,44.78,58.61,DiscountStore | New Customer | Spent: $117.21
842,DiscountStore,Mobile Payment,Returning,Weekend,61.71,2,6.21,30.86,DiscountStore | Returning Customer | Spent: $61.71
843,SuperMart,Cash,New,Weekday,61.35,6,32.65,10.23,SuperMart | New Customer | Spent: $61.35
844,SuperMart,Gift Card,Loyal,Weekday,108.78,3,36.77,36.26,SuperMart | Loyal Customer | Spent: $108.78
845,DiscountStore,Cash,Loyal,Weekday,104.37,1,28.9,104.37,DiscountStore | Loyal Customer | Spent: $104.37
846,DiscountStore,Mobile Payment,Returning,Weekend,81.58,3,18.14,27.19,DiscountStore | Returning Customer | Spent: $81.58
847,MegaShop,Mobile Payment,Returning,Weekday,104.23,4,45.24,26.06,MegaShop | Returning Customer | Spent: $104.23
848,GroceryWorld,Mobile Payment,New,Weekday,147.66,0,23.95,0.0,GroceryWorld | New Customer | Spent: $147.66
849,SuperMart,Credit Card,Returning,Weekday,120.86,2,7.72,60.43,SuperMart | Returning Customer | Spent: $120.86
850,GroceryWorld,Cash,Loyal,Weekday,65.77,1,-0.74,65.77,GroceryWorld | Loyal Customer | Spent: $65.77
851,GroceryWorld,Gift Card,Returning,Weekend,96.65,3,48.91,32.22,GroceryWorld | Returning Customer | Spent: $96.65
852,DiscountStore,Gift Card,New,Weekend,75.85,5,39.25,15.17,DiscountStore | New Customer | Spent: $75.85
853,MegaShop,Gift Card,Returning,Weekend,88.37,4,31.32,22.09,MegaShop | Returning Customer | Spent: $88.37
854,QuickBuy,Credit Card,Loyal,Weekday,87.59,2,23.4,43.8,QuickBuy | Loyal Customer | Spent: $87.59
855,MegaShop,Credit Card,New,Weekend,85.67,3,22.07,28.56,MegaShop | New Customer | Spent: $85.67
856,MegaShop,Mobile Payment,New,Weekday,62.35,3,13.86,20.78,MegaShop | New Customer | Spent: $62.35
857,GroceryWorld,Gift Card,Returning,Weekend,96.17,5,23.53,19.23,GroceryWorld | Returning Customer | Spent: $96.17
858,MegaShop,Credit Card,Loyal,Weekday,83.18,1,-1.8,83.18,MegaShop | Loyal Customer | Spent: $83.18
859,SuperMart,Mobile Payment,New,Weekday,12.12,4,18.96,3.03,SuperMart | New Customer | Spent: $12.12
860,GroceryWorld,Gift Card,New,Weekend,161.59,0,25.34,0.0,GroceryWorld | New Customer | Spent: $161.59
861,SuperMart,Cash,New,Weekend,132.66,2,39.15,66.33,SuperMart | New Customer | Spent: $132.66
862,QuickBuy,Mobile Payment,New,Weekday,88.71,2,29.4,44.36,QuickBuy | New Customer | Spent: $88.71
863,GroceryWorld,Credit Card,Returning,Weekend,100.56,1,41.92,100.56,GroceryWorld | Returning Customer | Spent: $100.56
864,QuickBuy,Credit Card,Returning,Weekday,64.85,4,50.24,16.21,QuickBuy | Returning Customer | Spent: $64.85
865,GroceryWorld,Mobile Payment,Returning,Weekday,150.87,5,45.87,30.17,GroceryWorld | Returning Customer | Spent: $150.87
866,DiscountStore,Mobile Payment,Returning,Weekday,156.92,2,37.06,78.46,DiscountStore | Returning Customer | Spent: $156.92
867,MegaShop,Credit Card,New,Weekday,104.7,4,30.18,26.18,MegaShop | New Customer | Spent: $104.7
868,DiscountStore,Cash,Loyal,Weekday,130.71,4,15.29,32.68,DiscountStore | Loyal Customer | Spent: $130.71
869,QuickBuy,Gift Card,Returning,Weekday,105.26,2,41.1,52.63,QuickBuy | Returning Customer | Spent: $105.26
870,MegaShop,Cash,Loyal,Weekday,59.9,2,55.2,29.95,MegaShop | Loyal Customer | Spent: $59.9
871,GroceryWorld,Mobile Payment,Returning,Weekend,87.65,3,35.13,29.22,GroceryWorld | Returning Customer | Spent: $87.65
872,MegaShop,Cash,New,Weekday,103.96,3,58.76,34.65,MegaShop | New Customer | Spent: $103.96
873,SuperMart,Credit Card,Returning,Weekend,86.36,3,7.12,28.79,SuperMart | Returning Customer | Spent: $86.36
874,MegaShop,Mobile Payment,New,Weekday,93.44,4,12.69,23.36,MegaShop | New Customer | Spent: $93.44
875,SuperMart,Gift Card,Returning,Weekend,97.26,5,42.83,19.45,SuperMart | Returning Customer | Spent: $97.26
876,MegaShop,Credit Card,New,Weekday,97.57,4,33.96,24.39,MegaShop | New Customer | Spent: $97.57
877,SuperMart,Credit Card,New,Weekday,101.57,4,49.71,25.39,SuperMart | New Customer | Spent: $101.57
878,QuickBuy,Gift Card,Loyal,Weekday,68.18,2,29.77,34.09,QuickBuy | Loyal Customer | Spent: $68.18
879,DiscountStore,Gift Card,New,Weekday,78.49,2,16.98,39.24,DiscountStore | New Customer | Spent: $78.49
880,GroceryWorld,Cash,Loyal,Weekday,61.46,5,26.8,12.29,GroceryWorld | Loyal Customer | Spent: $61.46
881,MegaShop,Mobile Payment,New,Weekend,129.33,2,7.01,64.67,MegaShop | New Customer | Spent: $129.33
882,DiscountStore,Gift Card,Returning,Weekend,36.83,1,13.07,36.83,DiscountStore | Returning Customer | Spent: $36.83
883,GroceryWorld,Gift Card,Returning,Weekend,134.61,2,44.59,67.3,GroceryWorld | Returning Customer | Spent: $134.61
884,GroceryWorld,Mobile Payment,Returning,Weekend,141.59,4,43.09,35.4,GroceryWorld | Returning Customer | Spent: $141.59
885,SuperMart,Gift Card,New,Weekday,90.93,2,35.45,45.47,SuperMart | New Customer | Spent: $90.93
886,QuickBuy,Gift Card,New,Weekday,21.91,4,4.18,5.48,QuickBuy | New Customer | Spent: $21.91
887,QuickBuy,Cash,New,Weekday,89.16,1,24.62,89.16,QuickBuy | New Customer | Spent: $89.16
888,DiscountStore,Credit Card,New,Weekday,98.07,3,11.63,32.69,DiscountStore | New Customer | Spent: $98.07
889,QuickBuy,Credit Card,Returning,Weekday,69.68,5,47.65,13.94,QuickBuy | Returning Customer | Spent: $69.68
890,MegaShop,Credit Card,Loyal,Weekday,84.54,4,21.24,21.14,MegaShop | Loyal Customer | Spent: $84.54
891,QuickBuy,Credit Card,Loyal,Weekday,145.91,1,13.71,145.91,QuickBuy | Loyal Customer | Spent: $145.91
892,DiscountStore,Gift Card,Returning,Weekday,119.95,2,30.45,59.97,DiscountStore | Returning Customer | Spent: $119.95
893,QuickBuy,Mobile Payment,Returning,Weekend,72.26,2,20.4,36.13,QuickBuy | Returning Customer | Spent: $72.26
894,MegaShop,Mobile Payment,Returning,Weekend,52.07,7,52.26,7.44,MegaShop | Returning Customer | Spent: $52.07
895,SuperMart,Cash,New,Weekday,90.19,2,18.98,45.09,SuperMart | New Customer | Spent: $90.19
896,DiscountStore,Cash,Loyal,Weekend,93.6,3,9.01,31.2,DiscountStore | Loyal Customer | Spent: $93.6
897,SuperMart,Gift Card,Returning,Weekend,114.89,3,-2.29,38.3,SuperMart | Returning Customer | Spent: $114.89
898,SuperMart,Mobile Payment,Returning,Weekday,83.94,6,29.54,13.99,SuperMart | Returning Customer | Spent: $83.94
899,SuperMart,Mobile Payment,New,Weekday,115.34,2,21.57,57.67,SuperMart | New Customer | Spent: $115.34
900,GroceryWorld,Credit Card,Returning,Weekday,158.05,2,8.57,79.03,GroceryWorld | Returning Customer | Spent: $158.05
901,GroceryWorld,Gift Card,Returning,Weekend,124.47,2,47.84,62.23,GroceryWorld | Returning Customer | Spent: $124.47
902,SuperMart,Gift Card,Loyal,Weekend,98.56,1,40.01,98.56,SuperMart | Loyal Customer | Spent: $98.56
903,DiscountStore,Credit Card,Returning,Weekday,94.51,3,29.58,31.5,DiscountStore | Returning Customer | Spent: $94.51
904,MegaShop,Gift Card,New,Weekday,89.3,5,50.46,17.86,MegaShop | New Customer | Spent: $89.3
905,MegaShop,Gift Card,Loyal,Weekday,135.42,4,39.94,33.85,MegaShop | Loyal Customer | Spent: $135.42
906,QuickBuy,Cash,New,Weekday,81.18,4,17.66,20.3,QuickBuy | New Customer | Spent: $81.18
907,DiscountStore,Mobile Payment,Returning,Weekday,101.36,3,14.41,33.79,DiscountStore | Returning Customer | Spent: $101.36
908,GroceryWorld,Gift Card,New,Weekend,101.54,2,42.27,50.77,GroceryWorld | New Customer | Spent: $101.54
909,SuperMart,Cash,Returning,Weekend,84.95,4,35.95,21.24,SuperMart | Returning Customer | Spent: $84.95
910,QuickBuy,Mobile Payment,Loyal,Weekend,58.83,3,32.55,19.61,QuickBuy | Loyal Customer | Spent: $58.83
911,MegaShop,Credit Card,New,Weekend,109.69,3,17.3,36.56,MegaShop | New Customer | Spent: $109.69
912,GroceryWorld,Cash,Loyal,Weekend,98.17,1,39.12,98.17,GroceryWorld | Loyal Customer | Spent: $98.17
913,GroceryWorld,Cash,New,Weekday,115.01,4,18.67,28.75,GroceryWorld | New Customer | Spent: $115.01
914,SuperMart,Mobile Payment,Loyal,Weekend,83.99,3,28.47,28.0,SuperMart | Loyal Customer | Spent: $83.99
915,MegaShop,Credit Card,Returning,Weekday,136.62,1,51.7,136.62,MegaShop | Returning Customer | Spent: $136.62
916,DiscountStore,Cash,Loyal,Weekend,73.7,1,20.09,73.7,DiscountStore | Loyal Customer | Spent: $73.7
917,GroceryWorld,Gift Card,New,Weekday,151.36,1,6.41,151.36,GroceryWorld | New Customer | Spent: $151.36
918,SuperMart,Gift Card,Loyal,Weekend,47.57,2,14.21,23.79,SuperMart | Loyal Customer | Spent: $47.57
919,DiscountStore,Gift Card,Returning,Weekday,113.04,3,44.91,37.68,DiscountStore | Returning Customer | Spent: $113.04
920,MegaShop,Credit Card,New,Weekday,114.26,3,33.82,38.09,MegaShop | New Customer | Spent: $114.26
921,GroceryWorld,Cash,Loyal,Weekday,76.13,3,28.07,25.38,GroceryWorld | Loyal Customer | Spent: $76.13
922,DiscountStore,Gift Card,New,Weekday,112.73,1,22.36,112.73,DiscountStore | New Customer | Spent: $112.73
923,DiscountStore,Credit Card,Loyal,Weekend,138.39,3,37.28,46.13,DiscountStore | Loyal Customer | Spent: $138.39
924,DiscountStore,Gift Card,New,Weekend,33.5,2,17.26,16.75,DiscountStore | New Customer | Spent: $33.5
925,GroceryWorld,Mobile Payment,Returning,Weekday,115.08,1,34.58,115.08,GroceryWorld | Returning Customer | Spent: $115.08
926,GroceryWorld,Cash,Returning,Weekday,25.2,1,19.03,25.2,GroceryWorld | Returning Customer | Spent: $25.2
927,QuickBuy,Cash,New,Weekday,71.03,1,16.54,71.03,QuickBuy | New Customer | Spent: $71.03
928,MegaShop,Credit Card,New,Weekday,148.87,4,20.44,37.22,MegaShop | New Customer | Spent: $148.87
929,SuperMart,Credit Card,New,Weekday,82.55,3,24.37,27.52,SuperMart | New Customer | Spent: $82.55
930,DiscountStore,Cash,Returning,Weekend,64.78,2,29.27,32.39,DiscountStore | Returning Customer | Spent: $64.78
931,QuickBuy,Gift Card,New,Weekday,94.06,2,33.53,47.03,QuickBuy | New Customer | Spent: $94.06
932,SuperMart,Gift Card,Returning,Weekday,162.04,3,-25.33,54.01,SuperMart | Returning Customer | Spent: $162.04
